"date";"rain";"tmin";"tmax"
"03/15";0;-2,575;4,125
"03/15";0;-0,06;13,28
"03/15";0;-0,96;11,08
"03/15";0;-7,4;1,64
"03/15";0;0,1;13,88
"03/15";0;2,36;13,46
"03/15";2,375;2,68;7,76
"03/16";20,9333333333333;3,1;8,575
"03/16";10,9;-3,175;4,5
"03/16";0;-1,1;13,75
"03/16";0,1;0,225;10,175
"03/16";0;-6,5;7,95
"03/16";0;-2,26666666666667;14,0333333333333
"03/16";0;0,25;11,525
"03/16";0;-3,925;8
"03/16";0;-7,3;5,45
"03/16";0;6,075;16,1
"03/16";0;-11,425;1,625
"03/16";0;-3,175;7,05
"03/16";8,72;1,35;12,7
"03/16";0;1,72;14,84
"03/16";0,54;-7,14;-1,18
"03/16";0,96;-1,22;8,42
"03/16";0,98;-4,72;0,54
"03/16";0,82;-0,62;8,34
"03/16";0,66;-3,7;0,86
"03/16";7,4;-2,12;7,66
"03/16";1,88;-1,84;4,5
"03/16";4,26;2,6;7,26
"03/16";0;-4,16;4,64
"03/16";3,1;-0,8;4,56
"03/16";0;-1,42;13,98
"03/16";0;-3,7;2,76
"03/16";4,18;-3,14;8,74
"03/16";10,58;0,32;6,12
"03/16";0,1;-0,02;8,72
"03/16";0;-0,06;14,48
"03/16";13,88;-0,4;9,66
"03/16";12,54;0,74;10,28
"03/16";1,12;-1,54;5,18
"03/16";4;-3,88578058618805e-17;5,42
"03/16";0;-3,48;10,84
"03/16";0;1,2;8,48
"03/16";0;-4;7,66
"03/16";8,94;-4,9;4,02
"03/16";0;-2,42;7,86
"03/16";1,5;-5,74;1,34
"03/16";1,1;1,78;8,44
"03/16";0;2,4;12,5
"03/16";0;0,72;14,18
"03/16";0;0,66;14,06
"03/16";0,22;-1,22;4,16
"03/16";0,16;1,16;12,44
"03/16";1,12;3,64;11,72
"03/16";1,78;-0,92;4,48
"03/16";0,32;-1,56;8,64
"03/16";0,86;3,88;12,78
"03/16";5,54;0,32;6,26
"03/16";0;1,08;10,1
"03/16";14,7;-1,52;2,1
"03/16";0;2,82;15,12
"03/16";0;2,075;14,775
"03/16";0;-3,1;6,2
"03/16";0;1,76;15,26
"03/16";0;1,66;14,36
"03/16";0,15;-4,96;0,66
"03/16";0;0,06;14,64
"03/16";8,25;2,8;9,9
"03/16";0,225;0,7;8,9
"03/17";25,4333333333333;1,3;7,2
"03/17";1,2;-1,725;4,15
"03/17";0,0666666666666667;1,125;14,65
"03/17";0,2;3,25;11,275
"03/17";0,733333333333333;-0,825;10,2
"03/17";0;-1,9;15,8333333333333
"03/17";0;-1,825;11,825
"03/17";3,48;-4,05;4,575
"03/17";0;-5,25;7,775
"03/17";0,66;6,3;13,5
"03/17";0,28;-12,3;1,65
"03/17";0;-3,525;9,275
"03/17";4,26;0,2;5,625
"03/17";0;2,54;16,38
"03/17";0,56;-6,86;-0,98
"03/17";1,3;0,48;7,72
"03/17";0,06;-7,08;0,66
"03/17";0;-0,12;10,54
"03/17";0,6;-3,9;3,44
"03/17";0,66;-2,42;4,1
"03/17";0,62;-4,56;9,2
"03/17";2,1;1,56;8,32
"03/17";0;-3,58;6,76
"03/17";0;-1,58;7
"03/17";0;-0,74;13,82
"03/17";0;-5,32;6,2
"03/17";2,86;1,38;11,38
"03/17";9,62;-1,14;3,78
"03/17";0;-0,18;9,42
"03/17";0;2,24;16,9
"03/17";2,34;-0,98;7,48
"03/17";0,06;-3,12;6,6
"03/17";0;-0,66;8,86
"03/17";9,84;-2,02;6,08
"03/17";4,3;-1,56;10,08
"03/17";0;2,48;9,22
"03/17";0;-4,42;8,72
"03/17";3,68;-3,78;1,54
"03/17";0;-2,92;8,24
"03/17";0,64;-7,02;1,46
"03/17";1,74;1;6,74
"03/17";4,1;2,92;12,72
"03/17";0;-0,6;14,88
"03/17";0,66;0,82;13,06
"03/17";0;-2,44;5,94
"03/17";2,68;3,82;11,56
"03/17";1,02;0,4;8,46
"03/17";0,76;-4,92;8,12
"03/17";0,62;-0,38;9,6
"03/17";7,24;7,02;12,9
"03/17";5,24;2,4;8,56
"03/17";0;-2,9;6,2
"03/17";22,68;-0,4;3,4
"03/17";1,86;3,72;11,46
"03/17";0;1,525;15,45
"03/17";0;-3,175;10,075
"03/17";0;2,62;18,06
"03/17";0;3,2;15,88
"03/17";0,1;-4,38;1,98
"03/17";0;2,48;12,1
"03/17";3,875;1,96;8
"03/17";0;-1,4;9,94
"03/18";3,06666666666667;0,325;13,175
"03/18";8,33333333333333;-2,825;5,325
"03/18";0;2,325;15,05
"03/18";3,13333333333333;3,275;10
"03/18";2,1;0,6;9,85
"03/18";0;0,366666666666667;15,1
"03/18";0,4;-1,575;13,075
"03/18";0,68;-9,2;0,0500000000000001
"03/18";0,08;-4,65;6,85
"03/18";0,44;5,6;12,95
"03/18";0,36;-8,975;1,25
"03/18";0;-2,85;9,825
"03/18";3,58;-1,175;3,1
"03/18";6,26;2,72;16,34
"03/18";0,34;-6,9;-0,32
"03/18";3,76;-1,16;5,74
"03/18";0,5;-6,74;-0,72
"03/18";0;-0,62;11,78
"03/18";2,66;-2,48;6,34
"03/18";6,48;-1,36;3,76
"03/18";1,58;0,18;9,88
"03/18";0,84;1,72;7,1
"03/18";4,14;-0,86;5,98
"03/18";0,32;-2,14;10,36
"03/18";0;0,78;15
"03/18";2,52;-3,58;5,18
"03/18";0;3,08;14,1
"03/18";10,62;-2,26;1,72
"03/18";1,22;-1,16;11,26
"03/18";0;3,64;15,28
"03/18";0,76;-1,8;3,62
"03/18";0,42;-0,68;9,92
"03/18";0;-2,2;10,88
"03/18";1,78;-2,4;2,7
"03/18";14,82;-1,08;4,12
"03/18";1,92;2,16;11,7
"03/18";0;-3,46;7,8
"03/18";3,72;-4,36;-0,46
"03/18";0;-3,42;9,3
"03/18";1,56;-3,26;7,06
"03/18";2,82;-1,56;4,02
"03/18";15,54;1,98;8
"03/18";0;1,08;16,52
"03/18";2,06;4,34;10,56
"03/18";0;-1,02;7,52
"03/18";0;4,44;17,84
"03/18";0,12;-1,72;7,14
"03/18";2,84;1;8,32
"03/18";0,56;0,0399999999999999;6,32
"03/18";3,6;2,14;11,66
"03/18";1,86;2,4;11,76
"03/18";0;-5,1;5,6
"03/18";2,08;-0,12;5,42
"03/18";0,1;4,14;13,32
"03/18";0,1;1,95;16,025
"03/18";0;-3,25;9,875
"03/18";0;3,76;19,72
"03/18";0,6;6,12;15,94
"03/18";0;-4,1;2,76
"03/18";7,025;2,86;15,44
"03/18";0,575;-1,34;5,3
"03/18";0;0,0400000000000001;8,88
"03/19";0,2;0,7;8,65
"03/19";1,63333333333333;-5,725;0,675
"03/19";0;2,125;14,75
"03/19";4,1;1,325;11,05
"03/19";0,6;-0,625;9,35
"03/19";0;-1,83333333333333;14,7
"03/19";1,98;2,55;9,6
"03/19";0,26;-10,225;2,35
"03/19";0;-2,55;7,225
"03/19";0;4,9;17,125
"03/19";0,28;-6,1;5,575
"03/19";2,52;0,575;11,725
"03/19";0,34;-2,575;3,1
"03/19";8,72;-0,54;8,66
"03/19";0;-10,32;2,02
"03/19";0,26;0,68;10,58
"03/19";2,26;-4,76;4,16
"03/19";1,86;-0,72;9,08
"03/19";2;-1,34;5,02
"03/19";6,42;-1,94;3,02
"03/19";0,78;-0,34;7,86
"03/19";0,06;-0,06;9,08
"03/19";4,56;-1,56;3,68
"03/19";5,76;1,48;8,82
"03/19";0;0,6;14,6
"03/19";0,7;-1,08;4,28
"03/19";0;3,24;14,06
"03/19";15,5;-1,86;4,44
"03/19";0,52;1,64;9,18
"03/19";9,82;2,6;10
"03/19";0,12;-3,54;2,76
"03/19";0;1,16;10,6
"03/19";0;-1,3;11,66
"03/19";0;-3,66;6,74
"03/19";0,8;-1,9;4,24
"03/19";6,06;3,34;9,82
"03/19";0;-3,84;5,82
"03/19";1,66;-5,16;0,74
"03/19";0,04;-3,36;8,72
"03/19";10,16;-1,98;3,8
"03/19";1,08;-3,86;6,52
"03/19";0,18;-0,04;5,78
"03/19";0;1,36;17,78
"03/19";1,62;3,44;13,7
"03/19";1,78;-2,06;10,5
"03/19";0;4,6;15,96
"03/19";2,16;-0,66;12,28
"03/19";9,08;2,18;10,46
"03/19";0,02;0,78;6,96
"03/19";2,62;1,62;8
"03/19";1,64;-0,14;7,16
"03/19";0,8;-5,6;7,92
"03/19";0,66;-0,38;5,28
"03/19";0;4,28;11,62
"03/19";38,05;4,95;10,425
"03/19";0;-3,125;11,675
"03/19";0;4,46;16,88
"03/19";10,975;4,78;12,92
"03/19";0;-5,98;7,4
"03/19";13,625;-0,98;10,62
"03/19";0,325;-3,68;4,98
"03/19";1,9;-1,76;5,56
"03/20";0,266666666666667;1;10,8
"03/20";0,733333333333333;-8,375;-0,425
"03/20";0,666666666666667;3,85;11,575
"03/20";6,8;-0,2;6,05
"03/20";14,2333333333333;0,25;5,175
"03/20";0;-1;16,1333333333333
"03/20";6,38;2,175;9,95
"03/20";0,5;-4,325;2,575
"03/20";0,12;-2,475;8,525
"03/20";0;3,425;19,2
"03/20";2,92;-2,575;3,25
"03/20";0;0,6;13,025
"03/20";0,18;-2,925;2
"03/20";0;-3,12;3,98
"03/20";0;-9,68;4,16
"03/20";2,52;-1,28;10,16
"03/20";1,64;0,4;7,94
"03/20";1,12;0,74;7,74
"03/20";0;-4,5;5,52
"03/20";13,26;-2;1,42
"03/20";0;-1,9;11,3
"03/20";2,68;-0,64;3,98
"03/20";2,24;-2,14;3,54
"03/20";0,36;0,38;10,82
"03/20";0;0,36;14,84
"03/20";0;-5;6,58
"03/20";0;4,66;13,92
"03/20";3,06;-2,78;5,76
"03/20";0;-2,48;5,88
"03/20";0,02;1,94;9,1
"03/20";29,62;-2,98;2,34
"03/20";1,44;-0,2;11,22
"03/20";1,3;-0,84;8,26
"03/20";0;-2,74;11,66
"03/20";1,28;-4,4;4,56
"03/20";0;3,46;11,94
"03/20";0;-5,4;6,4
"03/20";0;-6,52;5,08
"03/20";0,52;-4;8,96
"03/20";6,8;-3,76;1,58
"03/20";0,64;0,44;10,58
"03/20";3,82;-0,86;11,44
"03/20";0,06;2,22;16,56
"03/20";1,6;5,56;13,08
"03/20";4,24;3,06;7,8
"03/20";0;1,48;17,24
"03/20";3,32;1,7;10,16
"03/20";5,12;-1,76;5,88
"03/20";0;-3,34;10,68
"03/20";3,86;-0,04;6,74
"03/20";8,5;-1,4;4,56
"03/20";0,8;-1,04;4,62
"03/20";0;-2,96;7,46
"03/20";4,08;0,62;8,76
"03/20";8,125;3,3;14,25
"03/20";0;-0,175;12,75
"03/20";0;6,18;14,56
"03/20";0;8,88178419700125e-17;7,92
"03/20";0;-4,22;10,04
"03/20";8,1;-1,82;0,54
"03/20";0,05;-2,9;2,9
"03/20";0,2;-4,22;1,32
"03/21";0;0,4;16,475
"03/21";0;-9,65;0,175
"03/21";13,4333333333333;2,5;10
"03/21";0,766666666666667;-5,9;0,925
"03/21";9,13333333333333;-0,075;5,025
"03/21";0;-0,666666666666667;15,9666666666667
"03/21";1,06;2,3;5,3
"03/21";5,34;-4,775;7,6
"03/21";1,3;-1,825;11,275
"03/21";0,06;6,525;14,225
"03/21";0,1;-7,125;-1,25
"03/21";0;1,85;15,1
"03/21";0;-2,2;6,35
"03/21";3,92;-2,4;5,04
"03/21";0;-7,9;3,16
"03/21";6,68;0,92;4,3
"03/21";14,38;-1,66533453693773e-17;4,86
"03/21";2,96;0,36;9,54
"03/21";0;-4,56;10,66
"03/21";0,92;-1,78;5,1
"03/21";4,6;0,46;11,88
"03/21";0,52;-1,72;2,46
"03/21";0;-0,82;9,76
"03/21";6,62;3,76;14,8
"03/21";0;0,76;14,86
"03/21";0;-3,32;9,36
"03/21";0;4,78;19,6
"03/21";0,02;-2,36;4,5
"03/21";0,42;-6,14;2,16
"03/21";0;1,12;10,6
"03/21";4,52;-1,04;4,98
"03/21";0;1,2;10,08
"03/21";0,18;-1,06;5,56
"03/21";0;0,82;13,8
"03/21";1,06;-1,24;4,76
"03/21";0,28;1,98;13,74
"03/21";0;-5,38;8,16
"03/21";8,1;-4,38;6,58
"03/21";2,98;-0,92;3,5
"03/21";0;-9,14;4,52
"03/21";6,38;2,28;10,06
"03/21";1,36;2,88;8,36
"03/21";0;4,94;18,32
"03/21";0;4,9;15,96
"03/21";4,38;2;12,02
"03/21";0;3,82;16,92
"03/21";2,46;1,74;12,92
"03/21";1,96;-2,5;1,84
"03/21";3,24;-0,42;11,72
"03/21";1,66;-1,7;5,1
"03/21";0,54;-2,98;2,1
"03/21";0;-1,82;8,66
"03/21";0;-0,58;11,62
"03/21";3,76;3,3;10,96
"03/21";14,35;7,075;13,45
"03/21";0;-2,2;9,925
"03/21";6,275;4,66;16,16
"03/21";0;0,0800000000000002;9,84
"03/21";0,075;-1,9;10,64
"03/21";1,95;-2,76;2,5
"03/21";8,425;-2,76;4,26
"03/21";0;-4,18;2,64
"03/22";1,66666666666667;3,4;16,5
"03/22";0;-6,225;3,375
"03/22";1,76666666666667;2,65;7,8
"03/22";1,53333333333333;-8,5;4,625
"03/22";9,7;-0,55;5,325
"03/22";0;-1,1;16,7
"03/22";0;0,15;10,3
"03/22";0,24;-0,6;8,95
"03/22";0,46;2,55;13,1
"03/22";0;2,825;14,75
"03/22";0;-9,6;-2
"03/22";0;2,65;16
"03/22";0;-1,675;8,75
"03/22";0,24;-4,22;1,28
"03/22";0,72;-4,02;2,7
"03/22";0,58;-0,88;4,36
"03/22";1,26;0,96;9,4
"03/22";1,28;1,84;8,7
"03/22";0;-0,96;11,86
"03/22";0;0,2;11,64
"03/22";5,34;0,9;7,72
"03/22";0;-2,88;7,16
"03/22";0;-0,74;11,6
"03/22";6,04;2,9;12,28
"03/22";0;1,48;14,76
"03/22";0;-3,14;11,46
"03/22";0;4,94;20,04
"03/22";0;-4,68;6,3
"03/22";0;-9,84;4
"03/22";0,98;1,46;11,96
"03/22";1,08;-2,18;2,7
"03/22";1,26;-0,46;7,34
"03/22";0;-1,94;9,2
"03/22";0;0,36;14,52
"03/22";2,6;-0,94;3,96
"03/22";4,6;2,14;8,78
"03/22";0;-4,52;9,36
"03/22";2,66;-1,08;7,92
"03/22";0;-2,42;5,8
"03/22";0;-4,9;6,78
"03/22";5,44;1,7;6,16
"03/22";0;0,46;11,28
"03/22";0,4;6,4;20,3
"03/22";8,26;3,76;13,04
"03/22";13,24;-0,34;7,66
"03/22";0,86;3,68;15,4
"03/22";0,28;4,02;13,82
"03/22";0,34;-2,54;3,76
"03/22";8,7;2,2;9,9
"03/22";0;-1,5;6,64
"03/22";0,84;-5,3;2,18
"03/22";3,32;0,4;6,92
"03/22";0;-0,9;14,08
"03/22";3,8;6,14;13,28
"03/22";17,625;2,475;9,225
"03/22";0;-4,075;9,6
"03/22";7,875;2,24;9,48
"03/22";0;-1,9;12,94
"03/22";0,225;1,22;9,04
"03/22";0,075;-3,76;3,8
"03/22";1,25;-1,92;5
"03/22";0;-5,26;8,56
"03/23";0,0666666666666667;2,225;11
"03/23";0;-4,325;7,1
"03/23";0,4;2,35;11,15
"03/23";0;-1,35;13,075
"03/23";0,633333333333333;1,65;9,275
"03/23";0;0,333333333333333;16,9666666666667
"03/23";0,26;0,775;11,975
"03/23";0;0,625;12,15
"03/23";0;0,85;12,7
"03/23";0,38;3,85;17,175
"03/23";0;-13,575;-0,0750000000000001
"03/23";0;4,725;15,25
"03/23";0;-2,7;11,325
"03/23";0;-4,18;7,46
"03/23";0,38;-3,32;2,76
"03/23";0,08;-3,8;2,32
"03/23";3,04;0,54;8,8
"03/23";4,76;0,68;10,84
"03/23";0;-1,34;11,68
"03/23";2,74;-0,02;11,5
"03/23";0,08;-1,14;8,14
"03/23";0,64;-0,82;9,4
"03/23";0,66;-0,06;8,3
"03/23";0,08;0,8;8,56
"03/23";0;1,58;14,6
"03/23";0;-1,42;13,48
"03/23";0;5,3;13,76
"03/23";0,68;-5,78;4,58
"03/23";0,34;-3,62;6,82
"03/23";0;4,56;17
"03/23";3,14;-4,14;3,66
"03/23";0,46;-1,14;8,92
"03/23";5,12;-0,42;6,74
"03/23";0,38;2,1;14,24
"03/23";1,18;-2,92;3,2
"03/23";0;-0,34;9,32
"03/23";0;-4,06;8,4
"03/23";4,96;-1,48;6,58
"03/23";5,12;-4,1;4,96
"03/23";0;-3,96;7,52
"03/23";9,3;0,04;9,2
"03/23";2,82;0,84;8,98
"03/23";3,06;5,14;15,06
"03/23";0,46;3,1;10,86
"03/23";19,74;0,72;7,12
"03/23";8,62;5,38;12,74
"03/23";0;4,48;14,44
"03/23";0;-2,24;7,5
"03/23";4,86;1,48;7,06
"03/23";3,18;-3;9,28
"03/23";1,44;-3,64;0,52
"03/23";1,96;0,14;6,68
"03/23";0;1,32;14,94
"03/23";2,64;4,22;15,18
"03/23";3,425;-1,8;3,45
"03/23";0;-5,075;12,2
"03/23";12,55;0,16;4,5
"03/23";0;2,96;15
"03/23";0;0,7;6,5
"03/23";1,725;-3,26;5,42
"03/23";3,475;-3,04;4,04
"03/23";3,7;0,94;10,36
"03/24";0;-0,55;9,85
"03/24";0;-3,65;11,975
"03/24";3,3;1,1;13,225
"03/24";4,13333333333333;-0,725;7,6
"03/24";2,76666666666667;1,325;9,9
"03/24";0;0,233333333333333;16,6666666666667
"03/24";0,34;2,325;9
"03/24";0;2,625;16,45
"03/24";0;4,45;11,9
"03/24";0;4,875;13,75
"03/24";0;-12,225;3,45
"03/24";0,48;3,425;16,925
"03/24";0;-1,675;11,6
"03/24";0;-2,58;11,14
"03/24";0;-3,6;4,28
"03/24";0;-6,56;4,16
"03/24";0,36;0,74;11,42
"03/24";2,76;2,06;10,24
"03/24";5,88;0,76;9,76
"03/24";0,46;-0,84;5,12
"03/24";0;0,54;14,46
"03/24";7,54;-1,14;4,18
"03/24";0;0,22;11,18
"03/24";0;-1,8;8,6
"03/24";0;2,3;14,22
"03/24";0;0,04;13,52
"03/24";0;3,52;15,6
"03/24";2,26;-3,96;3,46
"03/24";0;-1,3;6,78
"03/24";0;5,96;19,3
"03/24";0,26;-3,4;4,36
"03/24";0,16;0,5;7,66
"03/24";0,12;0,1;5,84
"03/24";1,72;3,92;16,38
"03/24";0;-3,12;7,94
"03/24";3,04;-0,08;11,72
"03/24";0;-3,06;9,96
"03/24";1,86;0,08;7,66
"03/24";4,44;-0,68;9,86
"03/24";0;0,06;10,52
"03/24";4,56;0,66;7,4
"03/24";0,26;-3,2;10,18
"03/24";0,56;2,36;15,4
"03/24";0;3,5;14,64
"03/24";18,22;-0,08;4,4
"03/24";14,12;1,12;8,1
"03/24";1,8;6,3;19,3
"03/24";0;0,46;15,64
"03/24";0,86;1,58;15
"03/24";0,62;0,44;6,94
"03/24";0;-5,7;3,9
"03/24";0;0,86;13,74
"03/24";1,34;3,88;13,54
"03/24";0,06;6,38;16,74
"03/24";1,15;-2,675;1,025
"03/24";0;-1,45;15,925
"03/24";11,125;-0,54;1,98
"03/24";1,125;2,12;16,48
"03/24";0;-3,34;9,84
"03/24";1,5;-0,96;3,9
"03/24";3,6;-3,26;2,26
"03/24";1,825;-1;7,44
"03/25";0;-2,575;12,65
"03/25";0;-2,75;14,025
"03/25";1;1,925;8,475
"03/25";1,13333333333333;-3,9;1,475
"03/25";3,46666666666667;2,6;8,625
"03/25";0;-0,333333333333333;17,3666666666667
"03/25";0,02;1,25;11,7
"03/25";0;5,075;17,6
"03/25";0;2,475;12,575
"03/25";6,46;2,2;9,125
"03/25";0;-7,525;8,625
"03/25";0,64;3,075;15,275
"03/25";0;1,2;12,275
"03/25";0;-1,22;13,02
"03/25";0;-3,26;3,1
"03/25";0;-6,06;9,76
"03/25";0,06;0,14;14,2
"03/25";0,96;1,22;8,32
"03/25";2,52;-3,06;3
"03/25";0;-3,06;11,48
"03/25";0;1,98;16,96
"03/25";1,04;-1,5;3,28
"03/25";0,46;1,46;9,3
"03/25";1,86;-0,82;11,54
"03/25";0;-1,3;15,56
"03/25";0;1,04;12,1
"03/25";1,48;3,04;13,12
"03/25";0,66;-3,58;1,44
"03/25";3,38;-1,8;6,1
"03/25";0;4,78;17,3
"03/25";0,18;-1,5;7,16
"03/25";0;-0,56;12,04
"03/25";0,08;0,56;9,78
"03/25";1,54;5,7;16,22
"03/25";0;-4,34;8,88
"03/25";9,7;0,74;8,64
"03/25";11,04;0,2;9,02
"03/25";0;-1,96;10,88
"03/25";6,08;-0,36;7,5
"03/25";0;1,5;13,82
"03/25";11,56;1,08;4,9
"03/25";0,08;2,12;13
"03/25";18,22;-0,18;11,46
"03/25";10,06;5;12,22
"03/25";0,24;-1,12;5,5
"03/25";4,58;-1,62;2,68
"03/25";1,76;9,08;18,6
"03/25";2,14;2;15,96
"03/25";1,46;3,86;13,7
"03/25";0,74;0,3;8,14
"03/25";0;-4,96;4,56
"03/25";0;1,8;15,74
"03/25";0,06;3,86;12,6
"03/25";8,28;5,24;13,9
"03/25";0;-3,275;3,825
"03/25";0;1,5;15,925
"03/25";2,1;-1,04;2,26
"03/25";5,525;3,66;12,1
"03/25";1,125;1,92;11,5
"03/25";0,45;-0,92;8,56
"03/25";2,15;-4,68;2,22044604925031e-17
"03/25";4,975;-3,3;4,02
"03/26";0,833333333333333;1,75;8,125
"03/26";0;-1,775;15,325
"03/26";0,133333333333333;-2,5;6,4
"03/26";0;-5,475;4,1
"03/26";1,83333333333333;-1,325;4,9
"03/26";0;0,666666666666667;17,9666666666667
"03/26";0;1,025;13,95
"03/26";0,94;6,825;19,65
"03/26";0,48;1,45;12,175
"03/26";0;1,175;13,075
"03/26";0,26;-2,675;10,15
"03/26";7,9;4,175;10,1
"03/26";0;1,85;14,15
"03/26";0;-0,56;14,48
"03/26";0;-4,98;5,76
"03/26";1,44;-1,98;10,08
"03/26";9,68;2,56;8,48
"03/26";14,66;-0,34;6,92
"03/26";0,44;-4,84;3,68
"03/26";2,56;0,32;15,66
"03/26";0;1,88;15,62
"03/26";4,34;-1;3,88
"03/26";1,14;0,62;10,06
"03/26";5,26;0,92;6,94
"03/26";0,66;1,42;16,88
"03/26";0;-0,44;11,86
"03/26";0;3,38;15,48
"03/26";0;-2,98;7,88
"03/26";0;0,52;12,3
"03/26";0;4,04;18,24
"03/26";1,5;-1,56;5,6
"03/26";3,34;4,86;12,14
"03/26";0,42;0,52;8,74
"03/26";1,74;5,72;15,6
"03/26";0;-2,3;13,46
"03/26";2,3;-2,38;4,68
"03/26";1,74;-0,66;8,82
"03/26";0;0,24;12,04
"03/26";2,16;-2,12;4,66
"03/26";1,92;2,8;10,14
"03/26";0,96;1,28;9,32
"03/26";0;3,2;16,68
"03/26";6,34;-1,84;1,92
"03/26";5,2;3,9;8,9
"03/26";9,88;-2,2;2,56
"03/26";1,58;-3,66;1,58
"03/26";2,78;3;13,04
"03/26";0,74;3,14;11,6
"03/26";3,8;4,32;12,88
"03/26";0,32;1,92;9,74
"03/26";0;-6,46;7,88
"03/26";0,52;3,56;13,54
"03/26";11,6;2,28;10,38
"03/26";5,68;3,22;11,3
"03/26";0;-3,95;5,3
"03/26";0;1,525;16,025
"03/26";3,075;-2,3;0,98
"03/26";0;2,82;13,58
"03/26";1,3;4,28;11,38
"03/26";0,225;-0,64;11,38
"03/26";0,05;-4,18;3,7
"03/26";4,4;-0,78;5,82
"03/27";0;-3,7;8,6
"03/27";0;-1,325;16,775
"03/27";0;-4,45;10,35
"03/27";9,96666666666667;-1,725;5,55
"03/27";0;-5,7;3,975
"03/27";2,66666666666667;4,16666666666667;14,3666666666667
"03/27";6,68;1,725;6,6
"03/27";3,34;5,55;14,3
"03/27";8,68;2,225;9,25
"03/27";0,48;2,6;12,725
"03/27";0,02;0,775;11,4
"03/27";0;2,1;9,8
"03/27";0;3,825;14,825
"03/27";1,9;2,12;10,88
"03/27";4,16;-3,16;5,7
"03/27";2,86;0,82;8,9
"03/27";2,6;1,76;5,1
"03/27";5,1;0,02;7,84
"03/27";2,52;-2,6;10,78
"03/27";1,3;2,74;9,6
"03/27";0;2,42;15,16
"03/27";1,88;-2,08;5,04
"03/27";10,1;-1,78;4,2
"03/27";2,9;-0,92;4,42
"03/27";4,18;2,76;11,06
"03/27";0;1,3;13,16
"03/27";0,02;5,5;15,98
"03/27";0,32;-0,94;7,8
"03/27";0,18;0,7;10,34
"03/27";4,18;6,12;12,38
"03/27";2,34;-3,48;6,2
"03/27";2,9;2,98;9,3
"03/27";0,86;0,9;9,64
"03/27";0;2,54;13,92
"03/27";0;0,18;16,26
"03/27";0;-2,4;6,42
"03/27";0;0,1;10,62
"03/27";6,38;0,5;9,98
"03/27";0;-4,22;9,1
"03/27";0;1,38;13,08
"03/27";2,86;-1,14;7,02
"03/27";0;2,2;18,74
"03/27";10,9;-1,5;2,8
"03/27";8,94;-2,22044604925031e-17;5,74
"03/27";0,08;-2,2;5,9
"03/27";0,44;-5,36;1,08
"03/27";0,04;-1,16;8,14
"03/27";8,08;0,64;10,6
"03/27";2,44;1,56;10,04
"03/27";0,1;1,2;12,18
"03/27";0;-3,7;10,68
"03/27";3,24;2,94;11,66
"03/27";9,58;1,52;4,88
"03/27";1,92;0,84;6,84
"03/27";0;-2,825;5,775
"03/27";0;2,55;17,425
"03/27";0;-4,3;3,14
"03/27";2,775;2,96;14,2
"03/27";0;5,1;18,38
"03/27";0;-0,8;10,92
"03/27";6,025;-1,22;7,24
"03/27";0,875;1,1;10,5
"03/28";0;-5,475;11,425
"03/28";0;0,575;15,875
"03/28";0;-1,575;13,35
"03/28";1,66666666666667;-1,475;3,675
"03/28";0;-4,6;7,925
"03/28";0,0666666666666667;3,63333333333333;12,1666666666667
"03/28";0;-0,9;11,05
"03/28";2,84;0,575;8,625
"03/28";1,98;0,8;8,55
"03/28";5,26;4,175;12,375
"03/28";0;1,6;12,45
"03/28";1,72;1,15;11
"03/28";0,56;1,025;13,825
"03/28";0;-0,36;5,86
"03/28";2;-1,38;5,22
"03/28";3,7;1,16;5,06
"03/28";5,8;1,08;4,5
"03/28";4;1,2;9,66
"03/28";2,42;0,4;8,08
"03/28";20,98;-2,22044604925031e-17;8,08
"03/28";0;1,92;16,82
"03/28";1,3;-2,2;3,84
"03/28";0,54;-5,22;2,14
"03/28";0,34;-0,78;5,62
"03/28";4,24;0,84;10,64
"03/28";0;0,6;13,82
"03/28";0;3,78;16,28
"03/28";13,08;-0,0800000000000001;8,88
"03/28";0;-0,38;10,9
"03/28";16,14;2,94;9,94
"03/28";0;0,44;13,6
"03/28";6,06;1,14;10,72
"03/28";0;3,74;16
"03/28";0;1,32;15,88
"03/28";0,38;2,18;13,46
"03/28";0,7;-1,62;8,3
"03/28";0;1,18;12,34
"03/28";0,26;-1,38;3,98
"03/28";1,08;0,5;16,42
"03/28";19,76;1,84;9,68
"03/28";1,42;-1,08;4,32
"03/28";0;4,34;20,44
"03/28";1,1;-0,32;6,96
"03/28";1,36;-3;4,2
"03/28";2,06;-1,4;3,36
"03/28";0,04;-5,4;0,22
"03/28";0;-3,16;11,64
"03/28";5,64;-4,52;3,16
"03/28";0;-3,58;7,3
"03/28";7,58;1,06;12,26
"03/28";0;0,68;16,86
"03/28";2,12;0,56;10,92
"03/28";4,86;0,56;8,06
"03/28";0;-0,8;10,48
"03/28";0;-4,275;9,6
"03/28";0;4,1;17,825
"03/28";0;-3,04;6,82
"03/28";5,625;5,26;12,58
"03/28";18,25;4,62;12,38
"03/28";0;-1,46;11,14
"03/28";0,625;0,64;9,02
"03/28";0,925;0,74;15,22
"03/29";0;-2,075;13,65
"03/29";0;0,25;16,2
"03/29";0,266666666666667;-0,375;14,4
"03/29";0,1;-3,1;3,85
"03/29";0,333333333333333;1,425;12,925
"03/29";0;1,33333333333333;18,1666666666667
"03/29";0;-0,7;11,175
